Progress,Duration (in seconds),Finished,ResponseId,1,2,3,4,5#1_1,5#1_2,5#1_3,5#1_4,5#1_5,5#1_6,5#1_7,5#1_8,5#1_9,5#1_10,5#1_11,7 _1,7 _2,7 _3,7 _4,7 _5,7 _6,7 _7,7 _8,7 _9,7 _10,7 _11,7 _12,7 _13,7 _14,7 _15,7 _16,7 _17,7 _18,7 _19,7 _20,7 _21,7 _22,7 _23,7 _24,7 _25,7 _26,7 _27,7 _28,7 _29,7 _30,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,7_10,7_11,7_12,7_13,7_14,7_15,7_16,7_17,7_18,7_19,7_20,7_21,7_22,7_23,7_24,7_25,7_26,7_27,7_28,7_29,7_30,7_31,7_32,7_33,7_34,7_35,7_36,7_37,7_38,7_39,7_40,7_41,7_42,7_43,7_44,7_45,7_46,7_47,7_48,7_49,7_50,7_51,7_52,7_53,7_54,7_55,7_56,7_57,7_58,7_59,7_60,7_61,7_62,7_63,7_64,7_65,7_66,7_67,7_68,7_69,7_70,7_71,7 _1,7 _2,7 _3,7 _4,7 _5,7 _6,7 _7
100,304,1,R_1HoE8BDotlK3gCp,3,5,4,"2,3,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,1,1,1,1,1,7,7,5,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,102250,1,R_1KTnTgJZwD4eEXU,1,5,5,"1,3,4","2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4",1,1,1,1,1,1,1,1,1,2,1,1,4,6,1,2,2,2,,,,,,,,,,,,,1,8,8,5,5,8,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,5,4,5
100,855,1,R_3WwLo5cjN21lGnl,5,4,4,"1,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,7,1,1,1,1,1,1,5,1,1,8,1,,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
100,264,1,R_4SASqpiTHSTT80F,1,4,4,"3,4","1,2,3,4,5",,,,"1,2,3,4,5",,,,,"1,2,3,4,5","1,2,3,4,5",4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,6,6,6,,,,,,,,,,,,,4,5,4,4,4,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,4,5,4
100,465,1,R_4JDzJGqb0Q1lWxa,5,4,1,"1,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,5,1,1,5,5,7,3,3,7,,1,5,5,1,5,5,1,7,7,1,7,1,7,1,6,1,1,,,,,,,
100,176949,1,R_7LbDYq0UZdF9sTq,4,1,1,1,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,6,3,4,6,6,7,4,7,4,6,6,6,5,5,7,7,3,3,3,7,3,,5,5,5,5,5,7,8,7,6,6,7,6,4,4,7,6,7,7,6,3,3,,6,4,4,4,4,7,6,4,4,4,4,5,7,5,3,5,7,6,3,4,5,3,3,5,7,6,4,4,6,6,,4,4,5,5,6,4,6,7,4,4,4,5,4,6,4,5,4,,,4,6,6,6,6
100,71266,1,R_4AMQCos54lpqI9c,1,5,5,"2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,1,1,1,1,1,1,1,6,1,1,1,7,1,1,1,1,1,1,,,,,,,,,,,,,4,1,1,1,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,4,1
100,773,1,R_4ovgfeYEd5Es7lw,4,6,3,"1,2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,5,8,8,5,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,,5,8,8,8,8,8,8,8,8,8,5,5,5,5,2,5,5,3,3,6,6,,3,7,7,5,2,3,3,3,3,4,6,5,4,4,5,5,5,5,6,6,7,4,2,4,6,2,2,6,6,7,,3,2,2,4,4,7,7,7,7,5,7,4,4,3,2,7,2,,,1,1,1,1,1
100,4600,1,R_6uDJLDod78pZAlS,5,4,4,"2,3,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,7,4,6,1,1,5,6,3,1,7,,4,3,5,7,3,3,7,7,7,3,1,1,1,1,1,7,2,,,,,,,
100,749,1,R_4a8LSdUwOTDeYdC,6,4,3,"1,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,7,6,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,,,,,,,
100,708,1,R_4G341jAR8x42v6i,2,3,3,"2,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",1,1,1,1,1,1,1,1,1,1,1,5,3,6,1,1,1,1,3,1,1,8,4,4,4,1,1,3,2,1,1,8,8,8,8,8,5,4,6,2,2,2,3,4,6,1,1,1,3,5,1,1,3,4,2,7,2,3,3,4,4,2,3,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,6,3,1,1,1
100,270,1,R_4pJx9L4SUv3QDeR,5,5,4,"2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,7,7,6,7,3,3,7,1,3,1,7,7,,6,7,7,2,7,5,2,7,3,4,7,3,7,3,3,7,3,,,,,,,
100,363,1,R_14AhoXJ6wDlXJXl,6,2,2,3,,,"1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,,,,,,,
100,359,1,R_4sn5Y6Xltyx85Fv,5,5,4,"1,2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,6,6,1,8,7,3,6,7,1,7,7,8,1,,7,1,3,6,1,6,7,5,4,8,8,1,6,1,1,7,7,,,,,,,
100,314,1,R_7e2qckcu9TakLB4,3,5,4,"2,3",,,"1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,195,1,R_4v07uZKhteLFLGY,4,6,6,"1,4",,"1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4",,,,,,,,,,,,4,4,4,4,4,4,6,6,6,8,8,8,8,8,8,8,1,1,8,8,8,,8,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,6710,1,R_7mMb6gRriKz3j3z,2,4,4,"3,4",,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",1,1,1,1,1,1,1,1,1,1,4,8,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,2,2,2,2,8,7,7,7,7,7,7,7,4,7,7,3,6,5,5,1,1,4,7,2,2,4,4,4,4,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,4,5
100,247587,1,R_7GB1nRzjJCTschE,6,2,2,"1,3","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
100,1364,1,R_1OiZk8M7cx4NtSI,2,6,4,3,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4",,,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,2,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,4,1,8,1,1,4,1,1,3,3,8,1,1,1,1,4,1,6,3,1,1,1,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,430,1,R_40yMnGKqnpK2a3L,5,4,4,3,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,7,6,7,6,6,7,8,7,6,7,7,8,,7,6,6,6,6,8,6,8,8,7,8,7,7,7,7,7,7,,,,,,,
100,180553,1,R_7kTRW19ZU5OKlft,2,2,2,3,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4",,,,1,1,1,1,1,1,1,1,1,1,8,8,1,7,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,5,7,3,5,5,5,5,5,3,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,389,1,R_6pFEcN0lJLn9zAR,5,5,4,"2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,5,3,6,6,3,1,6,6,3,3,4,7,,4,3,3,3,5,6,5,6,7,2,5,4,3,5,3,3,3,,,,,,,
100,240,1,R_1nEMlXF7kqMI8iB,3,3,3,"1,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,2,2,5,7,7,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,7,6,6,6,6,5,1,1,1,4,4,4,1,1,1,7,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,2,1,1,1,1,6,7,6,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,7,5
100,233281,1,R_32tN4Xj8NCkSWqZ,5,3,2,2,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,7,6,1,6,6,6,1,1,1,1,1,,5,6,6,3,5,6,4,6,6,1,1,1,1,1,1,1,1,,,,,,,
100,291,1,R_1pJljSI5KetVzSu,1,1,1,"1,2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,1,8,8,8,1,1,8,4,1,5,1,1,7,7,3,3,3,3,,,,,,,,,,,,,8,8,1,1,5,5,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,7,3,5,5
100,1095,1,R_1Jrec9CGP6GmrGH,3,5,4,"1,2,3,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4",,,,,,,,,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,1,1,1,1,1,1,7,1,1,7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,225,1,R_5sT53bef5hPAt82,4,5,5,3,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,1,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,7,3,3,3,3,6,6,5,5,6,6,6,6,1,5,5,1,1,2,2,,2,3,2,2,5,5,5,5,5,2,2,2,2,2,4,3,3,3,3,1,3,1,3,3,4,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,475,1,R_6riSq0YqigzM78J,3,4,4,"1,2",,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4",,,,,,,,,,,,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,465,1,R_3hKcY2afW4tF2zF,1,3,3,1,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,8,8,8,8,8,8,8,8,8,4,8,8,5,3,1,2,2,2,,,,,,,,,,,,,3,8,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,5,3,5
100,19171,1,R_43yjPqsj5Pq6PwS,5,4,4,"2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,4,1,7,1,1,5,1,1,3,1,1,1,,1,4,1,1,1,2,7,7,7,3,7,1,4,1,1,1,1,,,,,,,
100,570,1,R_4EaNfG3JIBQI2jn,6,4,4,"1,3",,"2,3,4,5","2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,6,3,3,1,5,4,1,4,2,4,4,4,5,3,6,6,2,5,2,5,6,2,2,7,7,7,7,6,1,3,,,,,,,
100,282,1,R_7mluoQxGbStxKYv,5,4,3,"1,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,5,1,5,1,7,4,5,6,1,1,1,5,,1,1,1,1,1,5,1,6,7,7,5,1,4,1,1,1,1,,,,,,,
100,758,1,R_314xe0KcrSkM4nE,4,4,4,4,,,"2,4,5","2,4,5","2,4,5","2,4,5","2,4,5","2,4,5",,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,8,8,1,1,8,8,8,1,1,1,8,1,,1,1,1,1,1,1,1,1,8,1,8,1,1,1,1,1,8,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,360,1,R_3nveL0fO9hxRbQR,2,3,3,"1,2,4",,,"1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,1,1,1,1,1,1,1,1,1,8,1,1,3,7,1,1,1,1,5,5,5,4,4,5,5,5,5,5,5,5,1,1,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,2,6,5,4,6,6,5,3,3,1,1,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,982,1,R_7on6hiEfY0uV4Ax,6,1,1,"1,2,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,5,2,2,2,2,2,2,6,3,1,1,1,2,1,2,3,1,1,,,,,,,
100,233,1,R_4YLki9bDE0mcfJy,5,4,4,"1,2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,7,6,5,6,1,1,8,1,1,3,8,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
100,366,1,R_1wcXu3E8DjFKnfc,4,2,4,"2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,1,6,7,1,4,7,5,1,1,1,8,4,1,1,1,1,1,5,1,5,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,236,1,R_5buQKjNAQmjItRD,6,3,2,2,"1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,5,1,1,,,,,,,
100,633,1,R_424lluj7ruOEiT3,1,6,5,"1,2,4",,,,"1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,5,5,1,1,1,1,1,1,1,5,3,4,7,7,5,6,5,1,,,,,,,,,,,,,4,6,7,7,6,7,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,6,7
100,335,1,R_53CmuFujg9o0xbp,6,1,1,3,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,,,,,,,
100,412,1,R_4gApE9ZHpj7orys,5,5,4,"1,2",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,3,1,1,7,6,6,1,1,1,6,7,6,,7,6,3,7,1,1,7,1,1,1,1,1,1,1,1,1,1,,,,,,,
100,642,1,R_5nfuWJ86na0OJES,6,2,2,3,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,1,1,1,1,1,1,6,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
100,877,1,R_7TfBJYTJgDeG7C1,5,1,1,4,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,6,6,5,5,4,5,6,5,5,4,5,5,,4,4,4,4,4,5,7,6,7,6,5,5,5,4,1,1,1,,,,,,,
100,390,1,R_8YV2rWs4bZFpKV3,2,3,3,1,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,4,4,4,4,4,4,4,4,4,1,8,8,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,8,8,8,8,8,8,8,8,5,5,5,5,5,5,4,6,6,4,3,3,3,4,6,5,6,4,5,5,5,5,5,5,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,4,4
100,944,1,R_6RtE9sDSx3z83jb,2,4,4,"3,4",,"2,3,4","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",2,2,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,3,2,2,3,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,5,1,1,1,1,8,3,3,4,1,8,1,1,4,1,3,1,3,1,1,1,1,2,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,8,1
100,344445,1,R_5nc38PhAsF7uxdc,1,4,3,"1,2,4",,,,"1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,3,6,3,6,2,2,4,2,1,2,2,2,6,2,5,3,7,5,,,,,,,,,,,,,5,6,4,4,7,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,5,5,4,5,4
100,85292,1,R_3mL6ndjjpCEwm2S,1,8,7,"1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",1,1,1,1,1,1,1,6,7,1,1,1,1,1,1,5,5,5,,,,,,,,,,,,,1,1,1,8,8,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,7,1
100,345246,1,R_48HyIDG9LJEFQxK,2,6,5,2,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,7,1,7,1,1,7,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,389286,1,R_4zYiodksB6PjtHV,6,3,3,1,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,1,1,1,1,1,7,1,1,1,1,7,1,6,1,1,1,1,6,1,1,1,1,7,1,1,1,1,1,1,7,,,,,,,
